# index  real(x)      imag(x)      real(y)      imag(y)      error        
   785  -0.92846012  -0.37143209  -0.92846013  -0.37143209   0.00000000
   786  -0.77722615  -0.62922136  -0.77722615  -0.62922135   0.00000000
   787  -0.55656487  -0.83080415  -0.55656488  -0.83080415   0.00000000
   788  -0.28618732  -0.95817369  -0.28618732  -0.95817369   0.00000000
   789   0.00975450  -0.99995242   0.00975450  -0.99995242   0.00000000
   790   0.30482498  -0.95240839   0.30482497  -0.95240839   0.00000000
   791   0.57266635  -0.81978854   0.57266634  -0.81978855   0.00000000
   792   0.78935314  -0.61393943   0.78935313  -0.61393943   0.00000000
   793   0.93552936  -0.35324894   0.93552936  -0.35324894   0.00000000
   794   0.99813754  -0.06100377   0.99813754  -0.06100377   0.00000000
   795   0.97158506   0.23669068   0.97158506   0.23669068   0.00000000
   796   0.85824378   0.51324226   0.85824378   0.51324226   0.00000000
   797   0.66823814   0.74394744   0.66823814   0.74394744   0.00000000
   798   0.41854078   0.90819801   0.41854078   0.90819801   0.00000000
   799   0.13145641   0.99132195   0.13145641   0.99132195   0.00000000
   800  -0.16737056   0.98589406  -0.16737056   0.98589406   0.00000000
   801  -0.45124682   0.89239919  -0.45124682   0.89239919   0.00000000
   802  -0.69481454   0.71918895  -0.69481454   0.71918895   0.00000000
   803  -0.87631655   0.48173571  -0.87631655   0.48173571   0.00000000
   804  -0.97953982   0.20125045  -0.97953982   0.20125045   0.00000000
   805  -0.99526371  -0.09721191  -0.99526371  -0.09721191   0.00000000
   806  -0.92208365  -0.38699062  -0.92208365  -0.38699062   0.00000000
   807  -0.76653661  -0.64220061  -0.76653661  -0.64220061   0.00000000
   808  -0.54251714  -0.84004473  -0.54251714  -0.84004473   0.00000000
   809  -0.27003622  -0.96285016  -0.27003622  -0.96285016   0.00000000
   810   0.02656622  -0.99964706   0.02656622  -0.99964706   0.00000000
   811   0.32079558  -0.94714845   0.32079558  -0.94714845   0.00000000
   812   0.58636923  -0.81004390   0.58636923  -0.81004390   0.00000000
   813   0.79956427  -0.60058054   0.79956427  -0.60058054   0.00000000
   814   0.94133660  -0.33746911   0.94133660  -0.33746911   0.00000000
   815   0.99902215  -0.04421256   0.99902215  -0.04421256  -0.00000000
   816   0.96746802   0.25299336   0.96746802   0.25299336  -0.00000000
   817   0.84949285   0.52760013   0.84949285   0.52760013  -0.00000000
   818   0.65563502   0.75507796   0.65563502   0.75507796  -0.00000000
   819   0.40321126   0.91510692   0.40321126   0.91510692  -0.00000000
   820   0.11476984   0.99339211   0.11476984   0.99339211  -0.00000000
   821  -0.18392362   0.98294054  -0.18392362   0.98294054  -0.00000000
   822  -0.46618774   0.88468581  -0.46618774   0.88468581  -0.00000000
   823  -0.70680869   0.70740474  -0.70680869   0.70740474  -0.00000000
   824  -0.88429253   0.46693331  -0.88429253   0.46693331  -0.00000000
   825  -0.98278515   0.18475212  -0.98278515   0.18475212  -0.00000000
   826  -0.99348850  -0.11393243  -0.99348850  -0.11393243  -0.00000000
   827  -0.91544648  -0.40243973  -0.91544648  -0.40243974  -0.00000000
   828  -0.75563035  -0.65499830  -0.75563035  -0.65499830  -0.00000000
   829  -0.52831602  -0.84904781  -0.52831602  -0.84904781  -0.00000000
   830  -0.25380878  -0.96725441  -0.25380878  -0.96725441  -0.00000000
   831   0.04337043  -0.99905906   0.04337043  -0.99905906  -0.00000000
   832   0.33667550  -0.94162074   0.33667550  -0.94162074  -0.00000000
   833   0.59990634  -0.80007024   0.59990634  -0.80007024  -0.00000000
   834   0.80954934  -0.58705184   0.80954934  -0.58705184  -0.00000000
   835   0.94687771  -0.32159386   0.94687771  -0.32159386  -0.00000000
   836   0.99962431  -0.02740885   0.99962431  -0.02740885  -0.00000000
   837   0.96307745   0.26922450   0.96307745   0.26922450  -0.00000000
   838   0.84050175   0.54180884   0.84050174   0.54180884  -0.00000000
   839   0.64284653   0.76599500   0.64284653   0.76599500  -0.00000000
   840   0.38776774   0.92175711   0.38776774   0.92175711  -0.00000000
   841   0.09805082   0.99518141   0.09805082   0.99518141  -0.00000000
   842  -0.20042469   0.97970911  -0.20042469   0.97970911  -0.00000000
   843  -0.48099686   0.87672232  -0.48099686   0.87672232  -0.00000000
   844  -0.71860301   0.69542053  -0.71860301   0.69542053  -0.00000000
   845  -0.89201850   0.45199890  -0.89201850   0.45199890  -0.00000000
   846  -0.98575263   0.16820155  -0.98575263   0.16820155  -0.00000000
   847  -0.99143241  -0.13062074  -0.99143241  -0.13062074  -0.00000000
   848  -0.90855049  -0.41777507  -0.90855049  -0.41777507  -0.00000000
   849  -0.74451046  -0.66761080  -0.74451046  -0.66761080  -0.00000000
   850  -0.51396553  -0.85781084  -0.51396553  -0.85781084  -0.00000000
   851  -0.23750959  -0.97138519  -0.23750958  -0.97138520  -0.00000000
   852   0.06016238  -0.99818860   0.06016238  -0.99818860  -0.00000000
   853   0.35246022  -0.93582680   0.35246022  -0.93582680  -0.00000000
   854   0.61327384  -0.78987037   0.61327384  -0.78987037  -0.00000000
   855   0.81930553  -0.57335717   0.81930553  -0.57335717  -0.00000000
   856   0.95215110  -0.30562769   0.95215110  -0.30562769  -0.00000000
   857   0.99994385  -0.01059740   0.99994385  -0.01059740  -0.00000000
   858   0.95841459   0.28537953   0.95841459   0.28537953  -0.00000000
   859   0.83127301   0.55586436   0.83127301   0.55586436  -0.00000000
   860   0.62987629   0.77669548   0.62987629   0.77669548  -0.00000000
   861   0.37221459   0.92814670   0.37221459   0.92814670  -0.00000000
   862   0.08130408   0.99668934   0.08130408   0.99668934  -0.00000000
   863  -0.21686909   0.97620070  -0.21686909   0.97620070  -0.00000000
   864  -0.49566998   0.86851095  -0.49566998   0.86851095  -0.00000000
   865  -0.73019416   0.68323970  -0.73019416   0.68323970  -0.00000000
   866  -0.89949226   0.43693669  -0.89949226   0.43693669  -0.00000000
   867  -0.98844140   0.15160343  -0.98844140   0.15160343  -0.00000000
   868  -0.98909601  -0.14727212  -0.98909601  -0.14727212  -0.00000000
   869  -0.90139762  -0.43299229  -0.90139762  -0.43299229  -0.00000000
   870  -0.73318007  -0.68003455  -0.73318007  -0.68003455  -0.00000000
   871  -0.49946972  -0.86633134  -0.49946972  -0.86633134  -0.00000000
   872  -0.22114324  -0.97524134  -0.22114324  -0.97524134  -0.00000000
   873   0.07693732  -0.99703593   0.07693732  -0.99703593  -0.00000000
   874   0.36814529  -0.92976827   0.36814529  -0.92976827  -0.00000000
   875   0.62646794  -0.77944719   0.62646794  -0.77944719  -0.00000000
   876   0.82883008  -0.55950040   0.82883008  -0.55950040  -0.00000000
   877   0.95715529  -0.28957511   0.95715529  -0.28957511  -0.00000000
   878   0.99998067   0.00621706   0.99998067   0.00621706  -0.00000000
   879   0.95348076   0.30145388   0.95348076   0.30145388  -0.00000000
   880   0.82180925   0.56976272   0.82180925   0.56976272  -0.00000000
   881   0.61672797   0.78717636   0.61672797   0.78717636  -0.00000000
   882   0.35655621   0.93427387   0.35655621   0.93427387  -0.00000000
   883   0.06453435   0.99791549   0.06453435   0.99791549  -0.00000000
   884  -0.23325217   0.97241628  -0.23325217   0.97241628  -0.00000000
   885  -0.51020297   0.86005403  -0.51020297   0.86005403  -0.00000000
   886  -0.74157886   0.67086571  -0.74157886   0.67086571  -0.00000000
   887  -0.90671172   0.42175095  -0.90671172   0.42175095  -0.00000000
   888  -0.99085072   0.13496244  -0.99085072   0.13496244  -0.00000000
   889  -0.98647997  -0.16388186  -0.98647997  -0.16388187  -0.00000000
   890  -0.89398991  -0.44808709  -0.89398991  -0.44808709  -0.00000000
   891  -0.72164239  -0.69226603  -0.72164239  -0.69226603  -0.00000000
   892  -0.48483271  -0.87460691  -0.48483271  -0.87460691  -0.00000000
   893  -0.20471436  -0.97882176  -0.20471436  -0.97882176  -0.00000000
   894   0.09369051  -0.99560137   0.09369051  -0.99560137  -0.00000000
   895   0.38372628  -0.92344688   0.38372628  -0.92344688  -0.00000000
   896   0.63948493  -0.76880363   0.63948493  -0.76880363  -0.00000000
   897   0.83812030  -0.54548544   0.83812030  -0.54548544  -0.00000000
   898   0.96188887  -0.27344066   0.96188887  -0.27344066  -0.00000000
   899   0.99973478   0.02302976   0.99973478   0.02302976  -0.00000000
   900   0.94827736   0.31744299   0.94827736   0.31744299  -0.00000000
   901   0.81211314   0.58350000   0.81211314   0.58350000  -0.00000000
   902   0.60340528   0.79743468   0.60340528   0.79743468  -0.00000000
   903   0.34079702   0.94013690   0.34079702   0.94013690  -0.00000000
   904   0.04774638   0.99885949   0.04774638   0.99885949  -0.00000000
   905  -0.24956931   0.96835694  -0.24956931   0.96835694  -0.00000000
   906  -0.52459171   0.85135394  -0.52459171   0.85135394  -0.00000000
   907  -0.75275390   0.65830204  -0.75275390   0.65830204  -0.00000000
   908  -0.91367482   0.40644597  -0.91367482   0.40644597  -0.00000000
   909  -0.99297989   0.11828330  -0.99297989   0.11828330  -0.00000000
   910  -0.98358503  -0.18044527  -0.98358503  -0.18044527  -0.00000000
   911  -0.88632944  -0.46305520  -0.88632944  -0.46305520  -0.00000000
   912  -0.70990069  -0.70430179  -0.70990069  -0.70430179  -0.00000000
   913  -0.47005862  -0.88263520  -0.47005862  -0.88263520  -0.00000000
   914  -0.18822761  -0.98212543  -0.18822761  -0.98212543  -0.00000000
   915   0.11041720  -0.99388533   0.11041720  -0.99388533  -0.00000000
   916   0.39919878  -0.91686440   0.39919878  -0.91686440  -0.00000000
   917   0.65232112  -0.75794271   0.65232112  -0.75794271  -0.00000000
   918   0.84717356  -0.53131626   0.84717356  -0.53131626  -0.00000000
   919   0.96635050  -0.25722891   0.96635050  -0.25722891  -0.00000000
   920   0.99920623   0.03983594   0.99920623   0.03983594  -0.00000000
   921   0.94280585   0.33334236   0.94280585   0.33334236  -0.00000000
   922   0.80218743   0.59707230   0.80218743   0.59707230  -0.00000000
   923   0.58991199   0.80746755   0.58991199   0.80746755  -0.00000000
   924   0.32494147   0.94573413   0.32494147   0.94573413   0.00000000
   925   0.03094490   0.99952109   0.03094490   0.99952109   0.00000000
   926  -0.26581589   0.96402381  -0.26581589   0.96402381   0.00000000
   927  -0.53883213   0.84241316  -0.53883213   0.84241316   0.00000000
   928  -0.76371611   0.64555225  -0.76371611   0.64555225   0.00000000
   929  -0.92037960   0.39102608  -0.92037960   0.39102608   0.00000000
   930  -0.99482832   0.10157071  -0.99482832   0.10157071   0.00000000
   931  -0.98041199  -0.19695767  -0.98041199  -0.19695767   0.00000000
   932  -0.87841838  -0.47789240  -0.87841838  -0.47789240   0.00000000
   933  -0.69795827  -0.71613843  -0.69795827  -0.71613843   0.00000000
   934  -0.45515163  -0.89041395  -0.45515163  -0.89041395   0.00000000
   935  -0.17168765  -0.98515144  -0.17168765  -0.98515144   0.00000000
   936   0.12711268  -0.99188828   0.12711268  -0.99188828   0.00000000
   937   0.41455842  -0.91002270   0.41455842  -0.91002270   0.00000000
   938   0.66497288  -0.74686751   0.66497288  -0.74686751   0.00000000
   939   0.85598729  -0.51699686   0.85598729  -0.51699686   0.00000000
   940   0.97053892  -0.24094442   0.97053892  -0.24094442   0.00000000
   941   0.99839518   0.05663086   0.99839518   0.05663086   0.00000000
   942   0.93706779   0.34914748   0.93706779   0.34914748   0.00000000
   943   0.79203491   0.61047580   0.79203491   0.61047580   0.00000000
   944   0.57625192   0.81727212   0.57625192   0.81727212   0.00000000
   945   0.30899406   0.95106397   0.30899406   0.95106397   0.00000000
   946   0.01413468   0.99990010   0.01413468   0.99990010   0.00000000
   947  -0.28198731   0.95941813  -0.28198731   0.95941813   0.00000000
   948  -0.55292021   0.83323420  -0.55292021   0.83323420   0.00000000
   949  -0.77446240   0.63261994  -0.77446240   0.63261994   0.00000000
   950  -0.92682417   0.37549563  -0.92682417   0.37549563   0.00000000
   951  -0.99639549   0.08482941  -0.99639549   0.08482941   0.00000000
   952  -0.97696177  -0.21341437  -0.97696177  -0.21341437   0.00000000
   953  -0.87025897  -0.49259448  -0.87025897  -0.49259448   0.00000000
   954  -0.68581853  -0.72777259  -0.68581853  -0.72777259   0.00000000
   955  -0.44011595  -0.89794095  -0.44011595  -0.89794095   0.00000000
   956  -0.15509914  -0.98789891  -0.15509914  -0.98789891   0.00000000
   957   0.14377223  -0.98961081   0.14377223  -0.98961081   0.00000000
   958   0.42980084  -0.90292372   0.42980084  -0.90292372   0.00000000
   959   0.67743663  -0.73558114   0.67743663  -0.73558114   0.00000000
   960   0.86455902  -0.50253129   0.86455902  -0.50253129   0.00000000
   961   0.97445293  -0.22459182   0.97445293  -0.22459182   0.00000000
   962   0.99730186   0.07340978   0.99730186   0.07340978   0.00000000
   963   0.93106479   0.36485389   0.93106479   0.36485389   0.00000000
   964   0.78165847   0.62370669   0.78165847   0.62370669   0.00000000
   965   0.56242893   0.82684563   0.56242893   0.82684563   0.00000000
   966   0.29295928   0.95612492   0.29295928   0.95612492   0.00000000
   967  -0.00267954   0.99999641  -0.00267954   0.99999641   0.00000000
   968  -0.29807901   0.95454120  -0.29807901   0.95454120   0.00000000
   969  -0.56685197   0.82381967  -0.56685197   0.82381967   0.00000000
   970  -0.78498973   0.61950878  -0.78498973   0.61950878   0.00000000
   971  -0.93300669   0.35985902  -0.93300669   0.35985902   0.00000000
   972  -0.99768095   0.06806412  -0.99768095   0.06806412   0.00000000
   973  -0.97323534  -0.22981074  -0.97323534  -0.22981074   0.00000000
   974  -0.86185351  -0.50715730  -0.86185351  -0.50715730   0.00000000
   975  -0.67348488  -0.73920100  -0.67348488  -0.73920100   0.00000000
   976  -0.42495585  -0.90521408  -0.42495585  -0.90521408   0.00000000
   977  -0.13846678  -0.99036708  -0.13846678  -0.99036708   0.00000000
   978   0.16039112  -0.98705354   0.16039112  -0.98705354   0.00000000
   979   0.44492175  -0.89556945   0.44492175  -0.89556945   0.00000000
   980   0.68970885  -0.72408680   0.68970885  -0.72408680   0.00000000
   981   0.87288632  -0.48792364   0.87288632  -0.48792364   0.00000000
   982   0.97809144  -0.20817571   0.97809144  -0.20817571   0.00000000
   983   0.99592658   0.09016793   0.99592658   0.09016793   0.00000000
   984   0.92479855   0.38045714   0.92479855   0.38045714   0.00000000
   985   0.77106103   0.63676125   0.77106103   0.63676125   0.00000000
   986   0.54844692   0.83618537   0.54844692   0.83618537   0.00000000
   987   0.27684168   0.96091554   0.27684168   0.96091554   0.00000000
   988  -0.01949300   0.99980999  -0.01949300   0.99980999   0.00000000
   989  -0.31408643   0.94939439  -0.31408643   0.94939439   0.00000000
   990  -0.58062346   0.81417222  -0.58062346   0.81417222   0.00000000
   991  -0.79529512   0.60622247  -0.79529512   0.60622247   0.00000000
   992  -0.93892543   0.34412067  -0.93892543   0.34412067   0.00000000
   993  -0.99868434   0.05127959  -0.99868434   0.05127959   0.00000000
   994  -0.96923374  -0.24614214  -0.96923374  -0.24614214   0.00000000
   995  -0.85320439  -0.52157672  -0.85320439  -0.52157672   0.00000000
   996  -0.66096082  -0.75042041  -0.66096082  -0.75042041   0.00000000
   997  -0.40967560  -0.91223128  -0.40967560  -0.91223128   0.00000000
   998  -0.12179527  -0.99255524  -0.12179527  -0.99255524   0.00000000
   999   0.17696467  -0.98421721   0.17696467  -0.98421721   0.00000000
